---------------------------------------------------------------------------------------------------------------
| Depth |    Nodes    |                                     FEN                                      | Status |
|     5 |      281190 | 8/8/3K4/3Nn3/3nN3/4k3/8/8 b - - 0 1                                          |  PASS  |
|     6 |     4405103 | 8/8/3K4/3Nn3/3nN3/4k3/8/8 b - - 0 1                                          |  PASS  |
|     1 |          17 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     2 |          54 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     3 |         835 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     4 |        5910 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     5 |       92250 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     6 |      688780 | K7/8/2n5/1n6/8/8/8/k6N b - - 0 1                                             |  PASS  |
|     1 |           3 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     2 |          51 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     3 |         345 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     4 |        5301 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     5 |       38348 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     6 |      588695 | k7/8/2N5/1N6/8/8/8/K6n b - - 0 1                                             |  PASS  |
|     1 |          17 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     2 |         278 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     3 |        4607 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     4 |       76778 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     5 |     1320507 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     6 |    22823890 | B6b/8/8/8/2K5/4k3/8/b6B w - - 0 1                                            |  PASS  |
|     1 |          21 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     2 |         316 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     3 |        5744 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     4 |       93338 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     5 |     1713368 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     6 |    28861171 | 8/8/1B6/7b/7k/8/2B1b3/7K w - - 0 1                                           |  PASS  |
|     1 |          21 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     2 |         144 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     3 |        3242 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     4 |       32955 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     5 |      787524 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     6 |     7881673 | k7/B7/1B6/1B6/8/8/8/K6b w - - 0 1                                            |  PASS  |
|     1 |           7 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     2 |         143 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     3 |        1416 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     4 |       31787 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     5 |      310862 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     6 |     7382896 | K7/b7/1b6/1b6/8/8/8/k6B w - - 0 1                                            |  PASS  |
|     1 |           6 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     2 |         106 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     3 |        1829 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     4 |       31151 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     5 |      530585 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     6 |     9250746 | B6b/8/8/8/2K5/5k2/8/b6B b - - 0 1                                            |  PASS  |
|     1 |          17 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     2 |         309 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     3 |        5133 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     4 |       93603 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     5 |     1591064 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     6 |    29027891 | 8/8/1B6/7b/7k/8/2B1b3/7K b - - 0 1                                           |  PASS  |
|     1 |           7 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     2 |         143 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     3 |        1416 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     4 |       31787 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     5 |      310862 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     6 |     7382896 | k7/B7/1B6/1B6/8/8/8/K6b b - - 0 1                                            |  PASS  |
|     1 |          21 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     2 |         144 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     3 |        3242 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     4 |       32955 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     5 |      787524 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     6 |     7881673 | K7/b7/1b6/1b6/8/8/8/k6B b - - 0 1                                            |  PASS  |
|     1 |          19 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     2 |         275 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     3 |        5300 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     4 |      104342 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     5 |     2161211 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     6 |    44956585 | 7k/RR6/8/8/8/8/rr6/7K w - - 0 1                                              |  PASS  |
|     1 |          36 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     2 |        1027 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     3 |       29215 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     4 |      771461 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     5 |    20506480 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     6 |   525169084 | R6r/8/8/2K5/5k2/8/8/r6R w - - 0 1                                            |  PASS  |
|     1 |          19 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     2 |         275 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     3 |        5300 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     4 |      104342 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     5 |     2161211 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     6 |    44956585 | 7k/RR6/8/8/8/8/rr6/7K b - - 0 1                                              |  PASS  |
|     1 |          36 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     2 |        1027 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     3 |       29227 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     4 |      771368 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     5 |    20521342 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     6 |   524966748 | R6r/8/8/2K5/5k2/8/8/r6R b - - 0 1                                            |  PASS  |
|     1 |           2 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     2 |          36 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     3 |         143 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     4 |        3637 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     5 |       14893 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     6 |      391507 | 6kq/8/8/8/8/8/8/7K w - - 0 1                                                 |  PASS  |
|     1 |           2 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     2 |          36 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     3 |         143 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     4 |        3637 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     5 |       14893 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     6 |      391507 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     1 |           6 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     2 |          35 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     3 |         495 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     4 |        8349 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     5 |      166741 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     6 |     3370175 | K7/8/8/3Q4/4q3/8/8/7k w - - 0 1                                              |  PASS  |
|     1 |          22 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     2 |          43 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     3 |        1015 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     4 |        4167 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     5 |      105749 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     6 |      419369 | 6qk/8/8/8/8/8/8/7K b - - 0 1                                                 |  PASS  |
|     1 |           2 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     2 |          36 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     3 |         143 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     4 |        3637 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     5 |       14893 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     6 |      391507 | 6KQ/8/8/8/8/8/8/7k b - - 0 1                                                 |  PASS  |
|     1 |           6 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     2 |          35 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     3 |         495 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     4 |        8349 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     5 |      166741 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     6 |     3370175 | K7/8/8/3Q4/4q3/8/8/7k b - - 0 1                                              |  PASS  |
|     1 |           3 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     2 |           7 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     3 |          43 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     4 |         199 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     5 |        1347 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     6 |        6249 | 8/8/8/8/8/K7/P7/k7 w - - 0 1                                                 |  PASS  |
|     1 |           3 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     2 |           7 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     3 |          43 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     4 |         199 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     5 |        1347 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     6 |        6249 | 8/8/8/8/8/7K/7P/7k w - - 0 1                                                 |  PASS  |
|     1 |           1 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     2 |           3 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     3 |          12 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     4 |          80 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     5 |         342 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     6 |        2343 | K7/p7/k7/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     1 |           1 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     2 |           3 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     3 |          12 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     4 |          80 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     5 |         342 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     6 |        2343 | 7K/7p/7k/8/8/8/8/8 w - - 0 1                                                 |  PASS  |
|     1 |           7 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     2 |          35 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     3 |         210 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     4 |        1091 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     5 |        7028 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     6 |       34834 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 w - - 0 1                                         |  PASS  |
|     1 |           1 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     2 |           3 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     3 |          12 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     4 |          80 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     5 |         342 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     6 |        2343 | 8/8/8/8/8/K7/P7/k7 b - - 0 1                                                 |  PASS  |
|     1 |           1 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     2 |           3 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     3 |          12 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     4 |          80 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     5 |         342 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     6 |        2343 | 8/8/8/8/8/7K/7P/7k b - - 0 1                                                 |  PASS  |
|     1 |           3 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     2 |           7 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     3 |          43 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     4 |         199 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     5 |        1347 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     6 |        6249 | K7/p7/k7/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     1 |           3 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     2 |           7 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     3 |          43 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     4 |         199 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     5 |        1347 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     6 |        6249 | 7K/7p/7k/8/8/8/8/8 b - - 0 1                                                 |  PASS  |
|     1 |           5 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     2 |          35 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     3 |         182 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     4 |        1091 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     5 |        5408 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     6 |       34822 | 8/2k1p3/3pP3/3P2K1/8/8/8/8 b - - 0 1                                         |  PASS  |
|     1 |           2 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     2 |           8 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     3 |          44 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     4 |         282 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     5 |        1814 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     6 |       11848 | 8/8/8/8/8/4k3/4P3/4K3 w - - 0 1                                              |  PASS  |
|     1 |           2 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     2 |           8 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     3 |          44 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     4 |         282 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     5 |        1814 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     6 |       11848 | 4k3/4p3/4K3/8/8/8/8/8 b - - 0 1                                              |  PASS  |
|     1 |           3 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     2 |           9 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     3 |          57 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     4 |         360 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     5 |        1969 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     6 |       10724 | 8/8/7k/7p/7P/7K/8/8 w - - 0 1                                                |  PASS  |
|     1 |           3 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     2 |           9 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     3 |          57 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     4 |         360 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     5 |        1969 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     6 |       10724 | 8/8/k7/p7/P7/K7/8/8 w - - 0 1                                                |  PASS  |
|     1 |           5 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     2 |          25 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     3 |         180 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     4 |        1294 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     5 |        8296 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     6 |       53138 | 8/8/3k4/3p4/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     1 |           8 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     2 |          61 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     3 |         483 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     4 |        3213 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     5 |       23599 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     6 |      157093 | 8/3k4/3p4/8/3P4/3K4/8/8 w - - 0 1                                            |  PASS  |
|     1 |           8 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     2 |          61 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     3 |         411 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     4 |        3213 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     5 |       21637 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     6 |      158065 | 8/8/3k4/3p4/8/3P4/3K4/8 w - - 0 1                                            |  PASS  |
|     1 |           4 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     2 |          15 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     3 |          90 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     4 |         534 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     5 |        3450 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     6 |       20960 | k7/8/3p4/8/3P4/8/8/7K w - - 0 1                                              |  PASS  |
|     1 |           3 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     2 |           9 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     3 |          57 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     4 |         360 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     5 |        1969 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     6 |       10724 | 8/8/7k/7p/7P/7K/8/8 b - - 0 1                                                |  PASS  |
|     1 |           3 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     2 |           9 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     3 |          57 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     4 |         360 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     5 |        1969 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     6 |       10724 | 8/8/k7/p7/P7/K7/8/8 b - - 0 1                                                |  PASS  |
|     1 |           5 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     2 |          25 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     3 |         180 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     4 |        1294 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     5 |        8296 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     6 |       53138 | 8/8/3k4/3p4/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     1 |           8 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     2 |          61 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     3 |         411 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     4 |        3213 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     5 |       21637 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     6 |      158065 | 8/3k4/3p4/8/3P4/3K4/8/8 b - - 0 1                                            |  PASS  |
|     1 |           8 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     2 |          61 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     3 |         483 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     4 |        3213 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     5 |       23599 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     6 |      157093 | 8/8/3k4/3p4/8/3P4/3K4/8 b - - 0 1                                            |  PASS  |
|     1 |           4 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     2 |          15 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     3 |          89 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     4 |         537 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     5 |        3309 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     6 |       21104 | k7/8/3p4/8/3P4/8/8/7K b - - 0 1                                              |  PASS  |
|     1 |           4 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     2 |          19 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     3 |         117 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     4 |         720 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     5 |        4661 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     6 |       32191 | 7k/3p4/8/8/3P4/8/8/K7 w - - 0 1                                              |  PASS  |
|     1 |           5 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
|     2 |          19 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
|     3 |         116 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
|     4 |         716 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
|     5 |        4786 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
|     6 |       30980 | 7k/8/8/3p4/8/8/3P4/K7 w - - 0 1                                              |  PASS  |
